FIA Code,Common Name,Genus,Species,Subspecies,PLANTS Code,SCIENTIFIC_NAME
7699,ponce mayten,Maytenus,ponceana,,MAPO5,Maytenus ponceana
7700,luluhut,Maytenus,thompsonii,,MATH4,Maytenus thompsonii
7702,Mecranium latifolium,Mecranium,latifolium,,MELA7,Mecranium latifolium
7704,Medusanthera carolinensis,Medusanthera,carolinensis,,MECA21,Medusanthera carolinensis
7705,matamo,Medusanthera,samoensis,,MESA11,Medusanthera samoensis
7710,alom,Melanolepis,multiglandulosa,,MEMU10,Melanolepis multiglandulosa
7715,cajeput tree,Melaleuca,linariifolia,,MELI7,Melaleuca linariifolia
7717,Spanish lime,Melicoccus,bijugatus,,MEBI,Melicoccus bijugatus
7718,Melicope vatiana,Melicope,vatiana,,MEVA3,Melicope vatiana
7719,mokihana,Melicope,anisata,,MEAN3,Melicope anisata
7720,Ballous melicope,Melicope,balloui,,MEBA2,Melicope balloui
7721,uahiapele,Melicope,barbigera,,MEBA3,Melicope barbigera
7722,Waianae Range melicope,Melicope,christophersenii,,MECH2,Melicope christophersenii
7723,manena,Melicope,cinerea,,MECI6,Melicope cinerea
7724,kukaemoa,Melicope,clusiifolia,,MECL,Melicope clusiifolia
7725,piloula,Melicope,cruciata,,MECR5,Melicope cruciata
7726,leiohiiaka,Melicope,elliptica,,MEEL2,Melicope elliptica
7727,Haleakala melicope,Melicope,haleakalae,,MEHA7,Melicope haleakalae
7728,Haupa Mountain melicope,Melicope,haupuensis,,MEHA3,Melicope haupuensis
7729,mokihana kukae moa,Melicope,hawaiensis,,MEHA4,Melicope hawaiensis
7730,Monoa melicope,Melicope,hiiakae,,MEHI6,Melicope hiiakae
7731,Honolulu melicope,Melicope,hosakae,,MEHO2,Melicope hosakae
7732,Kaala melicope,Melicope,kaalaensis,,MEKA2,Melicope kaalaensis
7733,Olokele Valley melicope,Melicope,knudsenii,,MEKN,Melicope knudsenii
7734,Kaholuamanu melicope,Melicope,macropus,,MEMA6,Melicope macropus
7735,Makaha Valley melicope,Melicope,makahae,,MEMA7,Melicope makahae
7736,Molokai melicope,Melicope,molokaiensis,,MEMO6,Melicope molokaiensis
7737,alani,Melicope,mucronulata,,MEMU4,Melicope mucronulata
7738,Oahu melicope,Melicope,oahuensis,,MEOA,Melicope oahuensis
7739,Makawao melicope,Melicope,obovata,,MEOB4,Melicope obovata
7740,Honokahua melicope,Melicope,orbicularis,,MEOR4,Melicope orbicularis
7741,Hana melicope,Melicope,ovalis,,MEOV,Melicope ovalis
7742,eggshape melicope,Melicope,ovata,,MEOV2,Melicope ovata
7743,pale melicope,Melicope,pallida,,MEPA6,Melicope pallida
7744,Lihue melicope,Melicope,paniculata,,MEPA7,Melicope paniculata
7745,boxfruit alani,Melicope,peduncularis,,MEPE9,Melicope peduncularis
7746,Kohala Summit melicope,Melicope,pseudoanisata,,MEPS,Melicope pseudoanisata
7747,hairy melicope,Melicope,puberula,,MEPU4,Melicope puberula
7748,fourangle melicope,Melicope,quadrangularis,,MEQU3,Melicope quadrangularis
7749,kapu melicope,Melicope,radiata,,MERA2,Melicope radiata
7750,soopini,Melicope,latifolia,,MERE8,Melicope latifolia
7751,roundleaf melicope,Melicope,rotundifolia,,MERO3,Melicope rotundifolia
7752,St. Johns melicope,Melicope,saint-johnii,,MESA4,Melicope saint-johnii
7753,Mt. Kaala melicope,Melicope,sandwicensis,,MESA5,Melicope sandwicensis
7754,melicope,Melicope,,,MELIC3,Melicope spp.
7755,volcanic melicope,Melicope,volcanica,,MEVO,Melicope volcanica
7756,alani wai,Melicope,waialealae,,MEWA2,Melicope waialealae
7757,Monoa melicope,Melicope,wawraeana,,MEWA4,Melicope wawraeana
7758,kipuka piaula,Melicope,zahlbruckneri,,MEZA,Melicope zahlbruckneri
7759,samoensis,Melicytus,samoensis,,MESA9,Melicytus samoensis
7763,aguacatillo,Meliosma,herbertii,,MEHE,Meliosma herbertii
7764,cacaillo,Meliosma,obtusifolia,,MEOB2,Meliosma obtusifolia
7766,mao,Melochia,aristata,,MEAR16,Melochia aristata
7768,teabush,Melochia,tomentosa,,METO4,Melochia tomentosa
7769,hierba del soldado,Melochia,umbellata,,MEUM3,Melochia umbellata
7770,sayafe spp.,Melochia,villosissima,,MEVIC4,Melochia villosissima var. compacta
7771,sayafe,Melochia,villosissima,,MEVIV,Melochia villosissima var. villosissima
7774,faniok,Merrilliodendron,megacarpum,,MEME12,Merrilliodendron megacarpum
7776,fagufagu,Meryta,macrophylla,,MEMA16,Meryta macrophylla
7777,omechidel,Meryta,senfftiana,,MESE11,Meryta senfftiana
7779,dawn redwood,Metasequoia,glyptostroboides,,MEGL8,Metasequoia glyptostroboides
7781,collina,Metrosideros,collina,,MEPOP2,Metrosideros collina
7782,ohia,Metrosideros,macropus,,MEMA4,Metrosideros macropus
7783,ohia lehua,Metrosideros,polymorpha,,MEPO5,Metrosideros polymorpha
7792,lehua papa,Metrosideros,rugosa,,MERU2,Metrosideros rugosa
7794,lehua ahihi,Metrosideros,tremuloides,,METR5,Metrosideros tremuloides
7795,Kauai bottlebrush,Metrosideros,waialealae,,MEWA,Metrosideros waialealae
7798,ivory-nut palm,Metroxylon,amicarum,,MEAM4,Metroxylon amicarum
7799,sago palm,Metroxylon,sagu,,MESA7,Metroxylon sagu
7801,Orange Champak,Michelia,champaca,,MICH4,Michelia champaca
7803,hairy johnnyberry,Miconia,lanata,,MILA10,Miconia lanata
7804,saquiyac,Miconia,affinis,,MIAF,Miconia affinis
7805,velvet tree,Miconia,calvescens,,MICA20,Miconia calvescens
7806,Puerto Rico johnnyberry,Miconia,foveolata,,MIFO,Miconia foveolata
7807,camasey de costilla,Miconia,impetiolaris,,MIIM,Miconia impetiolaris
7808,smooth johnnyberry,Miconia,laevigata,,MILA8,Miconia laevigata
7810,camasey cuatrocanales,Miconia,mirabilis,,MIMI3,Miconia mirabilis
7812,camasey racimoso,Miconia,pachyphylla,,MIPA7,Miconia pachyphylla
7813,granadillo bobo,Miconia,prasina,,MIPR3,Miconia prasina
7814,auquey,Miconia,punctata,,MIPU9,Miconia punctata
7815,ridge johnnyberry,Miconia,pycnoneura,,MIPY2,Miconia pycnoneura
7816,camasey felpa,Miconia,racemosa,,MIRA2,Miconia racemosa
7817,peralejo,Miconia,rubiginosa,,MIRU4,Miconia rubiginosa
7818,jau jau,Miconia,serrulata,,MISE2,Miconia serrulata
7819,mountain johnnyberry,Miconia,sintenisii,,MISI2,Miconia sintenisii
7821,forest johnnyberry,Miconia,subcorymbosa,,MISU3,Miconia subcorymbosa
7822,rajador,Miconia,tetrandra,,MITE4,Miconia tetrandra
7823,camasey tomaso,Miconia,thomasiana,,MITH,Miconia thomasiana
7824,talafulu,Micromelum,minutum,,MIMI23,Micromelum minutum
7828,caimitillo verde,Micropholis,garciniifolia,,MIGA,Micropholis garciniifolia
7829,Micropholis guyanensis,Micropholis,guyanensis,,MIGU2,Micropholis guyanensis
7831,pinnata,Millettia,pinnata,,MIPI9,Millettia pinnata
7833,elegant mimosa,Mimosa,arenosa,,MIAR4,Mimosa arenosa
7835,"bulletwood, elengi",Mimusops,elengi,,MIEL4,Mimusops elengi
7839,monodora,Monodora,,,MONOD,Monodora spp.
7841,treedaisy,Montanoa,hibiscifolia,,MOHI,Montanoa hibiscifolia
7845,Morella cerifera,Morella,cerifera,,MOCE2,Morella cerifera
7846,firetree,Morella,faya,,MOFA,Morella faya
7847,Morella holdridgeana,Morella,holdridgeana,,MOHO3,Morella holdridgeana
7849,Indian mulberry,Morinda,citrifolia,,MOCI3,Morinda citrifolia
7850,kesengelngel,Morinda,latibractea,,MOLA12,Morinda latibractea
7851,Morinda pedunculata,Morinda,pedunculata,,MOPE2,Morinda pedunculata
7853,noni kuahiwi,Morinda,trimera,,MOTR,Morinda trimera
7855,horseradishtree,Moringa,oleifera,,MOOL,Moringa oleifera
7857,ratapple,Morisonia,americana,,MOAM,Morisonia americana
7861,ngaio tree,Myoporum,laetum,,MYLA5,Myoporum laetum
7862,murta,Mouriri,domingensis,,MODO2,Mouriri domingensis
7863,mameyuelo,Mouriri,helleri,,MOHE,Mouriri helleri
7865,falseohe,Munroidendron,racemosum,,MURA3,Munroidendron racemosum
7867,strawberrytree,Muntingia,calabura,,MUCA4,Muntingia calabura
7869,Murraya exotica,Murraya,exotica,,MUEX2,Murraya exotica
7870,Murraya koenigii,Murraya,koenigii,,MUKO,Murraya koenigii
7881,aloalo vao,Mussaenda,raiateensis,,MURA5,Mussaenda raiateensis
7883,naio,Myoporum,sandwicense,,MYSA,Myoporum sandwicense
7886,red rodwood,Myrcia,citrifolia,,MYCI,Myrcia citrifolia
7887,cieneguillo,Myrcia,deflexa,,MYDE,Myrcia deflexa
7888,curame,Myrcia,fallax,,MYFA3,Myrcia fallax
7889,guayabacon,Myrcia,leptoclada,,MYLE,Myrcia leptoclada
7890,ausu,Myrcia,paganii,,MYPA,Myrcia paganii
7891,punchberry,Myrcia,splendens,,MYSP,Myrcia splendens
7893,twinberry,Myrcianthes,fragrans,,MYFR,Myrcianthes fragrans
7894,jaboticaba,Myrciaria,cauliflora,,MYCA9,Myrciaria cauliflora
7895,guavaberry,Myrciaria,floribunda,,MYFL,Myrciaria floribunda
7899,"yamamomo, strawberry tree",Myrica,rubra,,MYRU3,Myrica rubra
7902,atoneulu,Myristica,hypargyraea,,MYHY2,Myristica hypargyraea
7903,adepurot,Myristica,insularis,,MYIN3,Myristica insularis
7905,cercipo,Myrospermum,frutescens,,MYFR2,Myrospermum frutescens
7906,Myristica inutilis,Myristica,inutilis,,MYIN4,Myristica inutilis
7907,balsam of Tolu,Myroxylon,balsamum,,MYBA3,Myroxylon balsamum
7910,forest colicwood,Myrsine,alyxifolia,,MYAL4,Myrsine alyxifolia
7911,leathery colicwood,Myrsine,coriacea,,MYCO2,Myrsine coriacea
7912,Myrsine cubana,Myrsine,cubana,,MYCU2,Myrsine cubana
7913,summit colicwood,Myrsine,degeneri,,MYDE2,Myrsine degeneri
7914,mountain colicwood,Myrsine,emarginata,,MYEM,Myrsine emarginata
7915,streambank colicwood,Myrsine,fernseei,,MYFE,Myrsine fernseei
7916,Koolau Range colicwood,Myrsine,fosbergii,,MYFO,Myrsine fosbergii
7918,Wahiawa Bog colicwood,Myrsine,helleri,,MYHE3,Myrsine helleri
7919,Kauai colicwood,Myrsine,kauaiensis,,MYKA,Myrsine kauaiensis
7920,Kokee colicwood,Myrsine,knudsenii,,MYKN,Myrsine knudsenii
7921,Lanai colicwood,Myrsine,lanaiensis,,MYLA3,Myrsine lanaiensis
7922,kolea lau nui,Myrsine,lessertiana,,MYLE2,Myrsine lessertiana
7923,Hanapepe River colicwood,Myrsine,mezii,,MYME2,Myrsine mezii
7924,swamp colicwood,Myrsine,petiolata,,MYPE3,Myrsine petiolata
7925,Molokai colicwood,Myrsine,pukooensis,,MYPU2,Myrsine pukooensis
7926,kokea lau lii,Myrsine,sandwicensis,,MYSA2,Myrsine sandwicensis
7928,Mt. Kahili colicwood,Myrsine,wawraea,,MYWA,Myrsine wawraea
7929,Myrsine palauensis,Myrsine,palauensis,,MYPA7,Myrsine palauensis
7932,Nectandra coriacea,Nectandra,coriacea,,NECO,Nectandra coriacea
7933,shinglewood,Nectandra,hihua,,NEHI2,Nectandra hihua
7934,Nectandra krugii,Nectandra,krugii,,NEKR,Nectandra krugii
7935,Nectandra membranacea,Nectandra,membranacea,,NEME3,Nectandra membranacea
7936,Nectandra patens,Nectandra,patens,,NEPA4,Nectandra patens
7939,Nectandra turbacensis,Nectandra,turbacensis,,NETU,Nectandra turbacensis
7940,saltwood,Neea,buxifolia,,NEBU,Neea buxifolia
7942,fao,Neisosperma,oppositifolia,,NEOP,Neisosperma oppositifolia
7944,kadam,Neolamarckia,cadamba,,NECA7,Neolamarckia cadamba
7946,aquilon,Neolaugeria,resinosa,,NERE2,Neolaugeria resinosa
7948,afa,Neonauclea,forsteri,,NEFO2,Neonauclea forsteri
7952,Rambutan,Nephelium,lappaceum,,NELA7,Nephelium lappaceum
7953,pulasan,Nephelium,ramboutan-ake,,NERA3,Nephelium ramboutan-ake
7954,maaloa,Neraudia,melastomifolia,,NEME5,Neraudia melastomifolia
7958,keahi,Nesoluma,polynesicum,,NEPO,Nesoluma polynesicum
7960,Hawaii olive,Nestegis,sandwicensis,,NESA2,Nestegis sandwicensis
7962,"kalm, aralm",Neuburgia,celebica,,NECE,Neuburgia celebica
7964,tree tobacco,Nicotiana,glauca,,NIGL,Nicotiana glauca
7966,smallflower aiea,Nothocestrum,breviflorum,,NOBR2,Nothocestrum breviflorum
7967,broadleaf aiea,Nothocestrum,latifolium,,NOLA,Nothocestrum latifolium
7968,longleaf aiea,Nothocestrum,longifolium,,NOLO,Nothocestrum longifolium
7969,Oahu aiea,Nothocestrum,peltatum,,NOPE,Nothocestrum peltatum
7971,kaala rockwort,Nototrichium,humile,,NOHU,Nototrichium humile
7972,Hawaii rockwort,Nototrichium,sandwicense,,NOSA,Nototrichium sandwicense
7976,African bird's-eye bush,Ochna,mossambicensis,,OCMO4,Ochna mossambicensis
7978,Thomas birds-eye bush,Ochna,thomasiana,,OCTH,Ochna thomasiana
7980,Ochroma pyramidale,Ochroma,pyramidale,,OCPY,Ochroma pyramidale
7982,holei,Ochrosia,compta,,OCCO,Ochrosia compta
7983,island yellowwood,Ochrosia,haleakalae,,OCHA,Ochrosia haleakalae
7984,Kauai yellowwood,Ochrosia,kauaiensis,,OCKA,Ochrosia kauaiensis
7985,Hawaii yellowwood,Ochrosia,kilaueaensis,,OCKI,Ochrosia kilaueaensis
7987,langiti,Ochrosia,mariannensis,,OCMA2,Ochrosia mariannensis
7990,laurel espada,Ocotea,floribunda,,OCFL,Ocotea floribunda
7991,black sweetwood,Ocotea,foeniculacea,,OCFO,Ocotea foeniculacea
7994,loblolly sweetwood,Ocotea,leucoxylon,,OCLE,Ocotea leucoxylon
7996,nemoca,Ocotea,moschata,,OCMO,Ocotea moschata
7997,laurel sassafras,Ocotea,nemodaphne,,OCNE,Ocotea nemodaphne
7999,laurel de paloma,Ocotea,portoricensis,,OCPO,Ocotea portoricensis
8001,nemoca cimarrona,Ocotea,spathulata,,OCSP,Ocotea spathulata
8003,Wright's laurel canelon,Ocotea,wrightii,,OCWR,Ocotea wrightii
8004,olive,Olea,europaea,,OLEU,Olea europaea
8008,fanuamamala,Homalanthus,acuminatus,,HOAC4,Homalanthus acuminatus
8009,fanuamamala,Homalanthus,nutans,,HONU3,Homalanthus nutans
8019,chedebsungel,Ormosia,calavensis,,ORCA12,Ormosia calavensis
8020,peronia,Ormosia,krugii,,ORKR,Ormosia krugii
8022,kesiamel,Osmoxylon,oliveri,,OSOL,Osmoxylon oliveri
8023,kesiamel,Osmoxylon,pachyphyllum,,OSPA,Osmoxylon pachyphyllum
8027,pincho palo de rosa,Ottoschulzia,rhodoxylon,,OTRH,Ottoschulzia rhodoxylon
8029,chicharron amarillo,Ouratea,ilicifolia,,OUIL,Ouratea ilicifolia
8030,abey amarillo,Ouratea,littoralis,,OULI,Ouratea littoralis
8032,guanabanilla,Ouratea,striata,,OUST,Ouratea striata
8033,blacklancewood,Oxandra,lanceolata,,OXLA4,Oxandra lanceolata
8034,haya,Oxandra,laurifolia,,OXLA5,Oxandra laurifolia
8036,"miich era ngebard, guiana chestnut",Pachira,aquatica,,PAAQ2,Pachira aquatica
8037,wild chestnut,Pachira,insignis,,PAIN7,Pachira insignis
8044,gasu,Palaquium,stehlinii,,PAST24,Palaquium stehlinii
8045,tafetan,Palicourea,alpina,,PAAL9,Palicourea alpina
8047,red cappel,Palicourea,crocea,,PACR3,Palicourea crocea
8049,Palicourea croceoides,Palicourea,croceoides,,PACR18,Palicourea croceoides
8051,showy cappel,Palicourea,guianensis,,PAGU,Palicourea guianensis
8053,Pandanus japensis,Pandanus,japensis,,PAJA2,Pandanus japensis
8054,chertochet,Pandanus,aimiriikensis,,PAAI,Pandanus aimiriikensis
8055,matal,Pandanus,cominsii,,PACO51,Pandanus cominsii
8060,pahong,Pandanus,dubius,,PADU3,Pandanus dubius
8067,buuk,Pandanus,kanehirae,,PAKA2,Pandanus kanehirae
8072,"ongor, ertochet",Pandanus,macrojeanneretia,,PAMA32,Pandanus macrojeanneretia
8074,Palaquium karrak,Palaquium,karrak,,PAKA,Palaquium karrak
8076,ongor,Pandanus,palawensis,,PAPA38,Pandanus palawensis
8077,peet,Pandanus,patina,,PAPA39,Pandanus patina
8078,ongor,Pandanus,peliliuensis,,PAPE,Pandanus peliliuensis
8082,fasa,Pandanus,reineckei,,PARE19,Pandanus reineckei
8084,screwpine,Pandanus,,,PANDA,Pandanus spp.
8085,Tahitian screwpine,Pandanus,tectorius,,PATE2,Pandanus tectorius
8088,common screwpine,Pandanus,utilis,,PAUT,Pandanus utilis
8091,rauel,Pangium,edule,,PAED4,Pangium edule
8099,scratchthroat,Parathesis,crenulata,,PACR2,Parathesis crenulata
8103,sea,Parinari,insularum,,PAIN20,Parinari insularum
8104,ais,Parinari,laurina,,PALA5,Parinari laurina
8106,parkia,Parkia,,,PARKI3,Parkia spp.
8107,Parkia korom,Parkia,korom,,PAKO5,Parkia korom
8108,kmekumer,Parkia,parvifoliola,,PAPA2,Parkia parvifoliola
8110,Parkia timoriana,Parkia,timoriana,,PATI5,Parkia timoriana
8111,Jerusalem thorn,Parkinsonia,aculeata,,PAAC3,Parkinsonia aculeata
8113,cuachilote,Parmentiera,aculeata,,PAAC13,Parmentiera aculeata
8114,candle tree,Parmentiera,cereifera,,PACE8,Parmentiera cereifera
8115,Texas paloverde,Parkinsonia,texana,,PATE10,Parkinsonia texana
8121,Peltophorum pterocarpum,Peltophorum,pterocarpum,,PEPT3,Peltophorum pterocarpum
8123,ngis,Pemphis,acidula,,PEAC6,Pemphis acidula
8125,butter tree,Pentadesma,butyracea,,PEBU4,Pentadesma butyracea
8127,jiqi,Pera,bumeliifolia,,PEBU2,Pera bumeliifolia
8129,Pericopsis mooniana,Pericopsis,mooniana,,PEMO13,Pericopsis mooniana
8131,olomea,Perrottetia,sandwicensis,,PESA3,Perrottetia sandwicensis
8134,canela,Persea,krugii,,PEKR,Persea krugii
8138,aquacatillo,Persea,urbaniana,,PEUR2,Persea urbaniana
8141,bastard stopper,Petitia,domingensis,,PEDO,Petitia domingensis
8143,aquilon prieto,Phialanthus,grandifolius,,PHGR11,Phialanthus grandifolius
8144,candlewood,Phialanthus,myrtilloides,,PHMY,Phialanthus myrtilloides
8146,Phaleria nisidai,Phaleria,nisidai,,PHNI11,Phaleria nisidai
8150,pygmy date palm,Phoenix,roebelenii,,PHRO6,Phoenix roebelenii
8151,Canary Island date palm,Phoenix,canariensis,,PHCA13,Phoenix canariensis
8152,date palm,Phoenix,dactylifera,,PHDA4,Phoenix dactylifera
8154,date palm,Phoenix,sylvestris,,PHSY3,Phoenix sylvestris
8155,Chinese photinia,Photinia,davidiana,,PHDA5,Photinia davidiana
8157,Tahitian gooseberry tree,Phyllanthus,acidus,,PHAC3,Phyllanthus acidus
8159,pamakani mahu,Phyllanthus,distichus,,PHDI10,Phyllanthus distichus
8160,gamo de costa,Phyllanthus,juglandifolius,,PHJU2,Phyllanthus juglandifolius
8162,Phyllanthus orbicularis,Phyllanthus,orbicularis,,PHOR10,Phyllanthus orbicularis
8164,Florida bitterbush,Picramnia,pentandra,,PIPE,Picramnia pentandra
8167,bitterwood,Picrasma,excelsa,,PIEX,Picrasma excelsa
8169,fustic,Pictetia,aculeata,,PIAC,Pictetia aculeata
8171,aceitillo,Pilocarpus,racemosus,,PIRA3,Pilocarpus racemosus
8173,Royen's tree cactus,Pilosocereus,royenii,,PIRO6,Pilosocereus royenii
8175,allspice,Pimenta,dioica,,PIDI2,Pimenta dioica
8177,bayrumtree,Pimenta,racemosa,,PIRA,Pimenta racemosa
8178,bayrumtree,Pimenta,racemosa,,PIRAG,Pimenta racemosa var. grisea
8181,chebouch,Pinanga,insignis,,PIIN5,Pinanga insignis
8182,Indian longleaf pine,Pinus,roxburghii,,PIRO2,Pinus roxburghii
8183,Caribbean pine,Pinus,caribaea,,PICA18,Pinus caribaea
8184,Chinese red pine,Pinus,massoniana,,PIMA11,Pinus massoniana
8185,Merkus pine,Pinus,merkusii,,PIME2,Pinus merkusii
8186,ocote chino,Pinus,oocarpa,,PIOO2,Pinus oocarpa
8187,Mexican weeping pine,Pinus,patula,,PIPA13,Pinus patula
8188,maritime pine,Pinus,pinaster,,PIPI6,Pinus pinaster
8189,Japanese red pine,Pinus,densiflora,,PIDE5,Pinus densiflora
8190,higuillo de hoja menuda,Piper,aduncum,,PIAD,Piper aduncum
8191,higuillo de limon,Piper,amalago,,PIAM2,Piper amalago
8192,moth pepper,Piper,blattarum,,PIBL,Piper blattarum
8196,marigold pepper,Piper,marginatum,,PIMA4,Piper marginatum
8197,five-needle pine,Pinus,parviflora,,PIPA12,Pinus parviflora
8198,Japanese black pine,Pinus,thunbergii,,PITH2,Pinus thunbergii
8199,spanish elder,Piper,swartzianum,,PISW,Piper swartzianum
8200,Bunge's pine,Pinus,bungeana,,PIBU2,Pinus bungeana
8201,Canary Island pine,Pinus,canariensis,,PICA15,Pinus canariensis
8202,Aleppo pine,Pinus,halepensis,,PIHA7,Pinus halepensis
8203,Italian stone pine,Pinus,pinea,,PIPI7,Pinus pinea
8205,Waimea pipturus,Pipturus,albidus,,PIAL2,Pipturus albidus
8206,soga,Pipturus,argenteus,,PIAR8,Pipturus argenteus
8208,stinkwood,Piscidia,carthagenensis,,PICA5,Piscidia carthagenensis
8211,corcho bobo,Pisonia,albida,,PIAL3,Pisonia albida
8212,Australasian catchbirdtree,Pisonia,brunoniana,,PIBR3,Pisonia brunoniana
8213,grand devils-claws,Pisonia,grandis,,PIGR6,Pisonia grandis
8214,aulu,Pisonia,sandwicensis,,PISA5,Pisonia sandwicensis
8216,water mampoo,Pisonia,subcordata,,PISU,Pisonia subcordata
8217,umbrella catchbirdtree,Pisonia,umbellifera,,PIUM2,Pisonia umbellifera
8218,Kauai catchbirdtree,Pisonia,wagneriana,,PIWA2,Pisonia wagneriana
8219,Chinese pistache,Pistacia,chinensis,,PICH4,Pistacia chinensis
8220,monkeypod,Pithecellobium,dulce,,PIDU,Pithecellobium dulce
8222,Japanese cheesewood,Pittosporum,tobira,,PITO2,Pittosporum tobira
8223,catclaw blackbead,Pithecellobium,unguis-cati,,PIUN,Pithecellobium unguis-cati
8224,"Mona cheesewood, Pittosporum",Pittosporum,monae,,PIMO4,Pittosporum monae
8225,kamal,Pittosporum,ferrugineum,,PIFE3,Pittosporum ferrugineum
8226,Hawaii poisonberry tree,Pittosporum,argentifolium,,PIAR4,Pittosporum argentifolium
8227,hoawa,Pittosporum,confertiflorum,,PICO4,Pittosporum confertiflorum
8228,Waianae Range cheesewood,Pittosporum,flocculosum,,PIFL4,Pittosporum flocculosum
8229,Waialeale cheesewood,Pittosporum,gayanum,,PIGA2,Pittosporum gayanum
8230,Koolau Range cheesewood,Pittosporum,glabrum,,PIGL4,Pittosporum glabrum
8231,hoawa,Pittosporum,halophilum,,PIHA3,Pittosporum halophilum
8232,Hawaii cheesewood,Pittosporum,hawaiiense,,PIHA4,Pittosporum hawaiiense
8233,Kona cheesewood,Pittosporum,hosmeri,,PIHO,Pittosporum hosmeri
8234,Kauai cheesewood,Pittosporum,kauaiense,,PIKA3,Pittosporum kauaiense
8235,royal cheesewood,Pittosporum,napaliense,,PINA,Pittosporum napaliense
8236,Taiwanese cheesewood,Pittosporum,pentandrum,,PIPE8,Pittosporum pentandrum
8238,cheesewood,Pittosporum,,,PITTO,Pittosporum spp.
8239,cream cheesewood,Pittosporum,terminalioides,,PITE5,Pittosporum terminalioides
8240,Australian cheesewood,Pittosporum,undulatum,,PIUN2,Pittosporum undulatum
8241,cape cheesewood,Pittosporum,viridiflorum,,PIVI5,Pittosporum viridiflorum
8242,alaa,Planchonella,garberi,,PLGA2,Planchonella garberi
8243,alaa,Planchonella,grayana,,PLGR11,Planchonella grayana
8244,alaa,Planchonella,linggensis,,PLLI6,Planchonella linggensis
8248,mamalava,Planchonella,torricellensis,,PLTO2,Planchonella torricellensis
8249,Oriental arborvitae,Platycladus,orientalis,,PLOR80,Platycladus orientalis
8250,Hawaii pilo kea,Platydesma,remyi,,PLRE4,Platydesma remyi
8251,Maui pilo kea,Platydesma,spathulata,,PLSP3,Platydesma spathulata
8253,London planetree,Platanus,hybrida,,PLHY3,Platanus hybrida
8254,Oriental planetree,Platanus,orientalis,,PLOR6,Platanus orientalis
8255,chupa gallo,Pleodendron,macranthum,,PLMA6,Pleodendron macranthum
8256,Mexican sycamore,Platanus,mexicana,,PLME9,Platanus mexicana
8257,golden hala pepe,Pleomele,aurea,,PLAU2,Pleomele aurea
8258,Maui hala pepe,Pleomele,auwahiensis,,PLAU5,Pleomele auwahiensis
8259,Lanai hala pepe,Pleomele,fernaldii,,PLFE,Pleomele fernaldii
8260,Waianae Range hala pepe,Pleomele,forbesii,,PLFO2,Pleomele forbesii
8261,royal hala pepe,Pleomele,halapepe,,PLHA3,Pleomele halapepe
8262,Hawaii hala pepe,Pleomele,hawaiiensis,,PLHA4,Pleomele hawaiiensis
8266,nosegaytree,Plumeria,alba,,PLAL,Plumeria alba
8268,Singapore graveyard flower,Plumeria,obtusa,,PLOB2,Plumeria obtusa
8269,Plumeria obtusa,Plumeria,obtusa,,PLOBO,Plumeria obtusa var. obtusa
8271,templetree,Plumeria,rubra,,PLRU2,Plumeria rubra
8273,yucca plum pine,Podocarpus,coriaceus,,POCO3,Podocarpus coriaceus
8274,yew plum pine,Podocarpus,macrophyllus,,POMA32,Podocarpus macrophyllus
8275,Poitea florida,Poitea,florida,,POFL20,Poitea florida
8279,violet tree,Polygala,cowellii,,POCO5,Polygala cowellii
8280,crevajosa,Polygala,penaea,,POPE13,Polygala penaea
8283,bungaruau,Polyscias,grandifolia,,POGR28,Polyscias grandifolia
8284,geranium aralia,Polyscias,guilfoylei,,POGU,Polyscias guilfoylei
8285,Polyscias macgillivrayi,Polyscias,macgillivrayi,,POMA,Polyscias macgillivrayi
8286,bngei,Polyscias,nodosa,,PONO10,Polyscias nodosa
8287,tagitagi,Polyscias,samoensis,,POSA27,Polyscias samoensis
8288,shield aralia,Polyscias,scutellaria,,POSC10,Polyscias scutellaria
8289,Polyscias,Polyscias,,,POLYS4,Polyscias spp.
8290,tava,Pometia,pinnata,,POPI12,Pometia pinnata
8292,kattai,Ponapea,hosinoi,,POHO,Ponapea hosinoi
8293,Ponapea ledermanniana,Ponapea,ledermanniana,,POLE21,Ponapea ledermanniana
8295,kisaks,Pongamia,pinnata,,POPI4,Pongamia pinnata
8297,Abiu,Pouteria,caimito,,POCA43,Pouteria caimito
8298,"elangel, chelangel",Pouteria,calcarea,,POCA6,Pouteria calcarea
8299,eggfruit,Pouteria,campechiana,,POCA23,Pouteria campechiana
8300,cocuyo,Pouteria,dictyoneura,,PODI5,Pouteria dictyoneura
8301,redmammee,Pouteria,hotteana,,POHO4,Pouteria hotteana
8302,bullytree,Pouteria,multiflora,,POMU6,Pouteria multiflora
8303,lalahag,Pouteria,obovata,,POOB8,Pouteria obovata
8304,alaa,Pouteria,sandwicensis,,POSA11,Pouteria sandwicensis
8305,mammee sapote,Pouteria,sapota,,POSA13,Pouteria sapota
8307,ahgao,Premna,obtusifolia,,PROB,Premna obtusifolia
8308,Premna pubescens,Premna,pubescens,,PRPU5,Premna pubescens
8309,aloalo,Premna,serratifolia,,PRSE6,Premna serratifolia
8311,Prestoea acuminata,Prestoea,acuminata,,PRACM,Prestoea acuminata
8313,Carolina poplar,Populus,canadensis,,POCA19,Populus canadensis
8314,gray poplar,Populus,canescens,,POCA14,Populus canescens
